Sensor_0,Sensor_1,Sensor_2,Sensor_3
101084,104330,101544,114048.5
101076.5,104335.25,101541,114054.5
101076,104319,101539.25,114041.75
101078.5,104334.25,101539,114061
101065.25,104335.75,101536.25,114050.25
101081.25,104334.25,101541,114050
101077,104332.5,101542,114053.5
101085.25,104329.75,101542.5,114061.75
101075,104327.5,101532.75,114048.5
101069.5,104330.75,101547.75,114048.5
101075.5,104329.25,101541,114048.5
101076.25,104334.75,101537.5,114054.75
101087.75,104332.5,101539.5,114061.25
101078,104333,101549,114047.5
101080.75,104330.5,101536,114049.75
101082.75,104332.75,101548.75,114040
101066,104329.75,101539,114052.75
101073,104326.75,101541,114055.25
101075.5,104331,101539.5,114057.75
101078,104330.5,101542,114044.25
101071.25,104327.25,101542.5,114056.5
101076.75,104335.75,101546.75,114050.75
101083,104325,101539.5,114050.5
101075.75,104330.5,101545.75,114048.5
101077.5,104332.25,101540,114051.5
101080,104336,101544.75,114055.5
101085,104332.75,101542,114053.75
101081.75,104332,101541.5,114058.5
101082.5,104327.25,101543.75,114055.75
101079.5,104334.5,101536,114051
101084.5,104328.5,101538.75,114051
101081,104339,101532.75,114059.25
101079,104325.5,101537,114054.5
101075.25,104326.75,101548.25,114047.75
101080,104325.25,101537.5,114052.5
101080,104334.75,101535.25,114058.75
101083.25,104321.75,101532.25,114054
101075.25,104332.75,101539.5,114050.5
101083.75,104327.5,101542.25,114047.5
101082.5,104330.25,101544,114040.25
101079,104329.5,101541.25,114053
101088.75,104332.25,101542.5,114057
101085.25,104325.75,101541.25,114048.25
101080.25,104332.75,101543.5,114052
101089.25,104331.5,101546.5,114051.5
101083.75,104331.75,101533.5,114048.5
101083.5,104327.5,101540,114039.25
101086.75,104328.75,101547,114046.5
101072.25,104334.25,101549.75,114050
101075.5,104327.5,101551.25,114056.75
101073.5,104333.5,101540.25,114052.5
101083.5,104329.75,101546.5,114046.25
101082,104330.25,101538,114053.5
101076.75,104325.75,101543.25,114053.75
101080.25,104328.5,101540.25,114054.5
101083.5,104332.5,101551.5,114051.75
101084,104331,101544,114047
101077.75,104321.25,101545,114060
101074.5,104326,101549.5,114052
101077,104333.25,101543,114052.25
101073.75,104327,101538,114047.25
101073,104330.25,101544.25,114051.75
101074,104339,101540,114043.25
101087.25,104336.25,101547,114057.75
101090,104334.5,101543.5,114059.75
101080.25,104333.25,101548,114050.5
101086.25,104336.75,101532.5,114051.5
101076.75,104327,101535,114054
101082.5,104330.25,101540,114050
101073,104329.25,101543.75,114052.75
101084.75,104322.75,101545,114053.5
101089.5,104339.25,101541.5,114052
101085,104327.25,101545.75,114052.25
101077.5,104332.75,101537.75,114057.5
101087,104323.75,101540,114057.75
101076,104324,101548,114049
101079.75,104327,101550.75,114051.25
101086.75,104330.5,101541.25,114050.25
101087.25,104343.5,101539.75,114050.25
101084.75,104332.75,101540.25,114050
101077.5,104332.25,101545.75,114056.5
101086,104328.75,101537.25,114054
101085.25,104323.25,101534,114045.75
101088.25,104339.25,101541.5,114057.25
101087,104330,101543,114044.75
101074,104331.25,101543,114047.75
101082.25,104329.75,101547.25,114044.75
101081.25,104332.5,101542.75,114048
101080.25,104326,101544.25,114047.75
101082.5,104322.75,101544.5,114049.25
101074,104331,101537.75,114054.5
101083.5,104330.75,101537.75,114041.75
101079,104327.25,101546.5,114049.25
101078,104322.5,101541.75,114036.25
101086,104327.75,101545,114047.75
101083.25,104324.5,101542.75,114042.5
101083.75,104328.5,101549,114052
101085.25,104336,101542.5,114055.75
101082.75,104334,101548.5,114055.5
101085.5,104322,101539.25,114049.75
101078.5,104325.25,101545.5,114047.75
101075.5,104326.75,101547,114050.5
101084,104330.5,101540.5,114052.25
101083,104333,101549.5,114047
101089.25,104328,101539,114052.25
101087.75,104330.25,101547.25,114052.75
101084,104321.25,101549.75,114054.5
101076,104328.25,101538.75,114048.75
101080.5,104326.25,101542.75,114037.75
101084.75,104324,101544.25,114045
101075.75,104331.75,101538.75,114045.75
101082.5,104323.25,101541.25,114042.5
101081.5,104328.5,101536,114050.75
101083.5,104327.75,101543.25,114042.5
101086.5,104330.5,101544.5,114050
101084.5,104338.75,101552.75,114050
101081.25,104322.5,101542.75,114049.25
101089.5,104328.75,101551.25,114048.25
101073.25,104326,101540.5,114048
101082.25,104329.5,101539.5,114043.75
101072.5,104316.5,101544.25,114055.25
101080.25,104327.5,101549,114054.75
101081,104320.25,101539,114054
101080.25,104327.5,101549.5,114048.75
101083.5,104319.25,101544,114040.75
101085.5,104324.75,101537.5,114049
101078.75,104330.25,101540.5,114045.5
101089.25,104322,101544.5,114047.75
101086.25,104327.25,101545.25,114052
101087.25,104325,101539,114051.5
101086.75,104333,101542.75,114046.75
101082.25,104335.25,101540,114051.5
101082.5,104327,101543.75,114049.75
101086.25,104322.5,101544.5,114044.75
101082.5,104331.5,101540.25,114046.75
101084.25,104323.75,101543.25,114038.25
101078.25,104332.5,101540.5,114058
101087.25,104333.75,101546.25,114052
101078.75,104324.75,101546,114035.5
101085.75,104326.75,101530,114048.5
101089.25,104337.75,101551,114042.75
101083.5,104324.5,101551.5,114051.75
101083.5,104328.25,101546.25,114034.75
101081.25,104322.25,101544.5,114044.75
101084.75,104325,101543,114043.25
101074.5,104328,101543.25,114051.75
101086.5,104326,101548.25,114047.75
101087.5,104327.75,101544.75,114050.75
101084,104320.25,101551.75,114050.75
101079.25,104327.75,101541.75,114056
101087.25,104320.5,101545,114052
101084.75,104329.25,101545.5,114049.75
101085.75,104329,101544.5,114055
101088,104329.75,101545.25,114053.5
101083.25,104332.5,101538.75,114049.25
101099.75,104328.75,101543,114038
101086.5,104325.25,101545.25,114048
101085,104323.5,101537.25,114036.75
101089,104328,101549,114051
101084.75,104328.25,101543.75,114040.75
101085.75,104322.25,101545.5,114044.75
101082.75,104327.5,101545.25,114052
101089.5,104331.25,101541,114040.5
101091.25,104329.25,101541.75,114044.5
101088,104323.75,101539,114044.5
101091.25,104330.25,101538.25,114052.25
101080.5,104326.75,101545,114046
101083,104322.75,101537.75,114039.25
101085.25,104323.5,101543.25,114034
101085.25,104330.25,101542.75,114050.75
101080.75,104334,101547.25,114052
101082.5,104332.75,101539.75,114054.5
101087.5,104321.5,101534.5,114043.25
101082.5,104327,101542,114053.75
101087,104326.25,101537.25,114049.25
101093.5,104328,101536,114044
101084.75,104318.75,101548,114037.75
101090.25,104332.75,101545.25,114044.5
101084.5,104328.25,101544.75,114043.5
101088.5,104329.75,101556,114044
101080.75,104334,101542.5,114047.25
101087.75,104325.75,101539.75,114046.25
101089.5,104333.75,101544.25,114049.25
101086,104323.5,101547.25,114046.25
101090.25,104329.5,101547.5,114042.75
101092,104329,101536.75,114046
101087.25,104323.75,101546.75,114046.5
101089.25,104327.5,101546,114036
101088.5,104322.5,101544.5,114053
101081.25,104319,101535.25,114050.5
101079.75,104325.75,101550.5,114048.5
101089.75,104326.75,101533.5,114043.25
101084.5,104330,101539.5,114044.25
101085,104327.5,101553.25,114044.75
101093.75,104326.25,101545.5,114045
101086,104324.5,101546.75,114042.75
101090.5,104335.75,101545,114037.25
101089.5,104330,101536.25,114041.75
101082.25,104325.75,101545,114042.5
101085.25,104322,101542,114048.25
101089.25,104327.5,101545.5,114045.5
101082,104330.5,101545,114038.5
