Sensor_0,Sensor_1,Sensor_2,Sensor_3,x,z,time
98137.25,103774.5,107938,100161.75,0,0,8.929477215
98120,103806.75,107941,100149.25,0,0,8.994141579
98123,103760.75,107914.25,100182.5,0,0,9.055593967
98109.75,103797.75,107914.5,100165.5,0,0,9.116973162
98142,103787,107937.25,100178.25,0,0,9.166076422
98096.25,103807,107919.5,100150.75,0,0,9.225157738
98115.5,103815,107921.5,100174.75,0,0,9.288236618
98119.25,103787,107925.75,100163,0,0,9.350962162
98117.5,103784,107927,100164.5,0,0,9.414018154
98126.25,103788.75,107943.75,100171.75,0,0,9.461531401
98118.75,103813,107904.75,100162.25,0,0,9.521370888
98110.5,103781,107906.25,100146.25,0,0,9.584053755
98108.5,103771.25,107914.25,100146.25,0,0,9.647897959
98129,103795.75,107926.25,100151.25,0,0,9.698251486
98110.25,103789,107923.5,100142.75,0,0,9.758657694
98130.75,103790.75,107913.5,100158.75,0,0,9.81852603
98113.75,103792.5,107926.25,100147.25,0,0,9.879888535
98127.5,103803.75,107925,100131.75,0,0,9.94288826
98109.25,103795.25,107925.25,100178.25,0,0,10.00495005
98109,103768.25,107927.25,100196.5,0,0,10.05495286
98107,103788,107915.5,100148.25,0,0,10.11502624
98130.75,103798.75,107933.5,100144.5,0,0,10.17795777
98127.25,103797.5,107942.25,100178,0,0,10.23965931
98115.75,103761.25,107927.75,100164.75,0,0,10.29202175
98096.75,103794.5,107930.25,100148.75,0,0,10.35272813
98127.25,103777,107936.25,100136.5,0,0,10.41361618
98132.5,103792,107924,100151.25,0,0,10.47576427
98097,103777.5,107928,100170.75,0,0,10.53693604
98140.5,103814.25,107932.25,100160.75,0,0,10.59999275
98127.25,103778.5,107910.25,100187.25,0,0,10.64814878
98129.5,103786.25,107922.25,100169.25,0,0,10.7060771
98130.5,103783,107917.75,100167.5,0,0,10.76746416
98090.75,103785,107899,100169,0,0,10.830163
98121,103816,107934.5,100152.75,0,0,10.89356732
98090,103802.5,107908.75,100156,0,0,10.94413137
